Empresa_ID,Etiquetas_Empresas,Contactos_por_Empresa,Empresa,Descripción_empresa,Sector_EMILIO,Tipo,Tamaño,Url_LinkedIn,website,Localización_Empresa,Revisión,Extra,TagsCompHSK,Contactos1,Contactos2,Contactos3,CIF
244072,,1,REUS MOBILITAT I SERVEIS (AMERSAM),REUS MOBILITAT I SERVEIS (AMERSAM) es la empresa municipal que gestiona los aparcamientos públicos y la zona azul de la ciudad de Reus.  La gestión se realiza desde un único Centro de Control mediante un completo sistema de Centralización.  Cada uno de los centros gestionados dispone de automatismos que le permiten funcionar sin personal la mayor parte del tiempo.,Software,B2B,51-200,https://www.linkedin.com/company/reusmobilitat/,http://www.reusmobilitat.cat,,2021-10-18 2:05,,,,LeoBlazquez - 18740051,,
1789355,,3,solusoft.es,Solusoft es una compañía de Consultoría y Servicios en Tecnologías de la Información con una amplia experiencia que desde 1994 está repleta de casos de éxito en la implantación de productos y herramientas informáticas al servicio de muchas empresas y organizaciones en general.,Consultoría,B2B,51-200,https://www.linkedin.com/company/solusoft-es/,https://www.solusoft.es,,2021-10-09 21:37,Green,"EMP: Contactos de Madrid,TASK_2_17-01-24_Green,TASK:16-02 Parte2 Sin Evento 18 abril","JorgeRuiz Magaña - 91267298,RubenALCALDE RODRIGUEZ - 597222855",RubenALCALDE RODRIGUEZ - 597222855,,
3035481,Web & Apps,5,Top Doctors,"TopDoctors® es un líder reconocido mundialmente en la identificación de los mejores médicos y centros médicos, consolidado como la plataforma médica online más confiable en España, Italia, Reino Unido, Chile, México, Colombia, Argentina, Reino de Arabia Saudita y también en Estados Unidos, gracias a sus socios estadounidenses Castle Connolly America's Top Doctors.   El año pasado, más de 275.000.000 pacientes han recurrido a Top Doctors® para encontrar a su médico y más de 2.300.","Salud,Software",B2B,201-500,https://www.linkedin.com/company/top-doctors-europe/,http://www.topdoctors.com,ES Barcelona Barcelona,2024-10-05 12:09,COMPANY_2_AIRTABLE2024-10-08,"BNC Exportación 4,EMP:eComm11May FILTRO2,E: eComm11May FILTRO2_sí3,Empresa de Barcelona 07-2024,Tarea_31-01-25","OmarCabeza Eckerdt - 25596013,AlbertoPorciani - 1413654,XavierMercadé Ballabriga - 131362971,SoniaRodríguez Mayayo - 52468170,MargaMaldonado - 178632647",,,
2915226,"Posible patrono,SaaS",4,ForceManager,"ForceManager es el CRM líder diseñado para equipos comerciales que trabajan dentro y fuera de la oficina. El éxito de la plataforma, que cuenta con una tasa de adopción del 75%, se debe a su diseño 100% móvil, interfaz sencilla y facilidad de uso.  Fundada en 2011, la compañía está presente en 36 países con un equipo de más de 100 profesionales dedicados a transformar la industria a través de la tecnología.","Software,Soluciones marketing",B2B,51-200,https://www.linkedin.com/company/forcemanager/,https://www.forcemanager.com,ES Barcelona Barcelona,2024-10-06 0:08,COMPANY_2_AIRTABLE2024-10-08,"ACTUALIZAR,Empresa Barcelona,Empresa de Barcelona 07-2024","JoanColet - 60473025,RogerSala - 87658223",XaviBisbal - 421172,OscarMacia - 8925470,
11050563,Incompatible LetsLaw,2,Andersen in Spain,"Andersen en España es una firma que presta servicios legales y fiscales de forma Independiente, en más de 390 localizaciones en todo el mundo a través de Andersen Global, la asociación que engloba a todas las firmas miembro internacionales.",Consultoría,B2B,201-500,https://www.linkedin.com/company/andersenes/,http://es.Andersen.com,,2024-07-01 1:30,,"EMP: Contactos de Madrid,TASK:16-02 Parte2 Sin Evento 18 abril","RicardoTorres García - 571439459,CarlosGarcía Cubells - 153493347",,,
12591678,Fintech,1,Nemuru,"Nemuru es una plataforma de infraestructura financiera para empresas. Al brindar capacidades de préstamos de extremo a extremo y métodos de pago alternativos, ayudamos a las empresas a implementar estrategias de orquestación, lo que resulta en una aceleración del crecimiento empresarial y la captura de nuevas oportunidades.  Nuestro objetivo es democratizar y acelerar el acceso a préstamos en cualquier lugar y en cualquier momento.","Servicios financieros,Software",B2B,11-50,https://www.linkedin.com/company/nemuru/,http://www.nemuru.com,ES Barcelona Cataluña,2024-12-02 7:30,checked,"EMP: Contactos de Madrid,Empresa Barcelona,Empresa de Barcelona 07-2024",LuisanaGómez - 413760918,,,
398165,,4,Gesdocument,"Gesdocument es la consultora líder en servicios de asesoramiento empresarial para pymes, formada por un equipo de más de 250 profesionales emplazados en oficinas de Barcelona, Madrid, Valencia, Bilbao y Zaragoza.",Consultoría,B2B,51-200,https://www.linkedin.com/company/gesdocument/,https://www.gesdocument.com/,,2021-10-14 22:38,,TASK:16-02 Parte2 Sin Evento 18 abril,"DavidQuesada Navarro - 174153760,LuciaSoriano Heras - 54027788","DavidQuesada Navarro - 174153760,CarlesBonastre - 18003405",,
10572517,"Posible patrono,SaaS",3,Metricool,"La herramienta definitiva para analizar, gestionar y medir el éxito de todos tus contenidos digitales.  Metricool mide la situación general de tus contenidos como nunca lo habías hecho antes. Empieza a utilizarlo en todos tus dispositivos desde el primer día y para siempre sin coste. Todo en un único sitio: analítica web, contenidos del blog, Twitter, Facebook, Instagram, planificador, tiempo real y mucho más.  Por fin toda la información que importa en una herramienta fácil e intuitiva.","Software,Soluciones marketing",B2B,51-200,https://www.linkedin.com/company/metricool/,https://metricool.com/?&utm_source=linkedin&utm_medium=social&utm_campaign=profile&utm_term=2023q1,US Remote nan,2024-10-05 23:50,Sponsor Hoja Negocio 09-08-2024,"EMP: Contactos de Madrid,LZ: Verificado,Empresa Madrid","PabloFlores - 333463336,VíctorCampuzano Gallego - 95650139,JuanTejela - 61798609",,,
2889590,Posible patrono,10,Doofinder,"La tecnología de Doofinder se apoya en IA, y convierte el motor de búsqueda para eCommerce estándar en la herramienta perfecta para vender más y ofrecer una excelente experiencia de usuario. Con las mejores características y constantes actualizaciones de producto, le darás a tus clientes la herramienta para encontrar exactamente lo que están buscando. 🚀   🌟 Más de 10.000 tiendas online de todo el mundo ya venden más con Doofinder 🌟  El buscador inteligente que siempre va un paso delante: ✅ Aumenta un 20% la conversión ✅ No requiere saber programación ✅ Instálalo de forma rápida y fácil  Revoluciona la experiencia de búsqueda de tus clientes:  ➡️ Autocompletado y sinónimos: Doofinder entiende a tus clientes, corrige los errores tipográficos y comprende los sinónimos. Además, es compatible con más de 30 idiomas.  ➡️ Filtros por características del producto: permite a tus clientes refinar sus búsquedas de productos con filtros de precio, color, tamaño, marca, etc.  ➡️ Búsqueda por voz e imagen: permite a tus clientes experimentar la comodidad de la búsqueda visual y de voz, incluso en móviles.  ➡️ Resultados personalizados: da visibilidad estratégica a los productos que tienes más interés en vender.  ➡️ Estadísticas en tiempo real: anticipa la demanda de los clientes e impulsa las ventas al instante con nuestro poderoso análisis de resultados de búsqueda.  ➡️ Recomendaciones: aumenta tus ventas ayudando a los clientes a descubrir nuevos productos personalizados en función de su comportamiento de búsqueda.",Software,B2B,51-200,https://www.linkedin.com/company/doofinder/,http://www.doofinder.com/,"ES Madrid Community of Madrid Calle de Cronos, 63 28037",2024-11-28 7:46,Español,"EMP: Contactos de Madrid,LZ: AltoeComm,LZ: Verificado,Empresa Madrid,Empresa de Madrid 07-2024,ad_hoc_2025_Digital_Providers","IvanNavas - 48973667,JoseRomero Escribano - 228788961,AlfonsoDíaz Martín - 215253238,ChiaraAlgarotti - 48631011,AntonioGutierrez Rodriguez - 71009166,AngélicaSanz Ull - 235236321,Llorenç Palomas - 45424996,PabloMontesinos Burgos - 69325461",ChiaraAlgarotti - 48631011,ChiaraAlgarotti - 48631011,
5000825,,1,Likeik,"Somos una compañía tecnológica de capital español que, a través de equipo humano y tecnología, ayuda a las empresas a escuchar y entender la opinión de sus clientes y empleados, para mejorar su experiencia, lealtad y rentabilidad.  Nuestra plataforma permite una escucha omnicanal de la voz del cliente/empleado a través de distintos soportes, analizar su voz mediante una potente herramienta de BI y análisis de textos, y accionarla mediante un completo sistema de alertas y seguimiento de casos.",Software,B2B,11-50,https://www.linkedin.com/company/likeik-cx/,http://www.likeik.com,,2021-10-09 22:00,,EMP: Contactos de Madrid,JoseCollantes Bellido - 33947297,,,
9509,,51,Nova Talent,"Nova es la comunidad global de alto talento que conecta a los de alto potencial entre sí y con las mejores oportunidades profesionales. Nuestra misión es convertirnos en agentes del 3% de las personas más talentosas del mundo: así como los atletas deportivos tienen un agente, creemos que los altos potenciales en negocios y tecnología también se beneficiarían de un agente confiable que los ayude a convertirse en la mejor versión. de ellos mismos.",Software,B2B,11-50,https://www.linkedin.com/company/nova/,http://novatalent.com/,"ES Madrid Community of Madrid Calle de Fernández de la Hoz, 7 28010",2024-06-14 17:00,Español,"BCN Exportación 1,EMP: Contactos de Madrid,LZ: BajoeComm,LZ: Verificado,Empresa de Madrid 07-2024","DanielMarco Fernández - 312387893,CristinaMateo Gracia - 460332446,CristinaPiqueras Pérez - 429748337,CristianGarcía Fernández - 324977882,EmilioMuñoz Mejías - 749649581,GiselaPicon - 282813071,ÍñigoPorres García - 157732076,GuillemMoreso Viñals - 318935497,MartaRodríguez Ruiz - 33964804,MariànMartínez - 141259834,MichielDas - 20374447","PabloG. Onieva Johansson - 248706529,CayetanoOrtiz Nieto - 458380317,ClaraSterling - 371845296,MartaFernández Vera - 287456634,VanessaJiménez Brandariz - 631989443,BeltránAznar - 387063961,CristinaMateo Gracia - 460332446,BeatrizFerrando Vilaplana - 530704185,JorgeVelasco - 331204758,JavierElizalde - 308214481,BeatrizZabalegui Marco - 154137020,DanielMarco Fernández - 312387893,FedericoSujoluzky - 199411716,CarlosAlonso Aguilar - 483137139,CarlosGonzalez San Millan - 246065529,OscarValledor Pérez - 409645471,NataliaBochan - 56913128,AlejandroGarcía Pascual - 445673845,JaimeGarcía González - 306758872,KaiBrandt - 356813530,SensenYe - 687085684,JoanMuñoz Pérez - 138502153,ÁlvaroLama Zuleta de Reales - 496424858,EloiPuerta  - 519516573,NataliaOrozco Pastor - 206404018,XaviPin - 587693095","BeatrizGil Bóveda - 297313594,AlfonsoOnorato - 431889507,CarlosPerez Gonzalez - 113840830,CarlosCorrales Yerpes - 274241913,MiguelPiedra Fernández - 217358020,JuanAgreda Pacas - 755516575,JavierArruñada - 92176786,AndresHaddad Di Marco - 411700385,AlfonsoGutiérrez - 785480381,NievesChisnall - 588343700,CarlosPortillo Pinedo - 169373174,CarlaCabello López - 165914444,ÁlvaroDomínguez - 582515973,MiriamCollado - 540452657",
733458,Agencia de Marketing y Publicidad,6,MARCO,"MARCO es la agencia global independiente con sede en Madrid más premiada y mejor valorada, especializada en construcción de marca y gestión de la reputación. Formado por un equipo de más de 200 consultores, MARCO cuenta con oficinas propias en Madrid, Barcelona, Lisboa, París, Bruselas, Milán, Berlín, Miami, Ciudad de México, Bogotá, Lima, São Paulo, Casablanca, Johannesburgo, Abiyán y Nairobi, así como oficinas afiliadas de MSL en más de 100 mercados.  MARCO es pionero en presentar las nuevas fronteras de la comunicación, que consisten en trascender fronteras obsoletas. Por ello, es la primera agencia de comunicación en producir una docuserie, ‘Las nuevas fronteras de la comunicación’, disponible en todo el mundo a través de Amazon Prime Video y su propia web. La docuserie se basa en la metodología patentada de MARCO, conocida como TFCOM® (Transcend the Frontiers of Communication).  MARCO ha adquirido la revista Ejecutivos y relanzado Ejecutivos.es con el objetivo de posicionarla como un medio online de habla hispana líder en el sector económico y empresarial de España y Latinoamérica. También adquirió Africa Communications Group (ACG) para maximizar su alcance geográfico en el África subsahariana. Y recientemente adquirió la productora Carmela para reforzar su capacidad de producción de spots publicitarios y branded content de primer nivel nacional e internacional.  El fundador y CEO de MARCO, Didier Lagae, fue Director General Adjunto en Edelman, Director de Gestión de Reputación EMEA en Weber Shandwick, Director en Weber Shandwick Iberia, Director de Comunicaciones Externas EMEA en Levi's y Director Global de Comunicaciones en The Body Shop. Didier Lagae fue nombrado Profesional de Relaciones Públicas Europeo y Global del Año en 2019 por los Premios PRWeek y Stevie, respectivamente, coincidiendo con la publicación de su libro 'A Country Brand, a Branded Country'. Didier es un líder climático para The Climate Reality Project de Al Gore.","Medios,Consultoría,Soluciones marketing,Agencias",B2B,51-200,https://www.linkedin.com/company/marcoagency/,http://marco.agency,ES Madrid Madrid,2024-11-28 3:32,Empresa Agenda Telefonica 10-01-25,"Agencia de Marketing y Publicidad,Empresa Madrid,Empresa de Madrid 07-2024,Tarea_31-01-25","JosePalacios - 22999371,DidierLagae - 239405,NoeliaCruzado Calviche - 67371390,AinhoaGoñi Sainz - 174311080",LucíaSixto - 56617124,LucíaSixto - 56617124,
9479050,Posible patrono,2,imbee,IMBee for Business es una solución de mensajería instantánea para empresas de la compañía IMT Europe. IMT está constituida por un equipo de personas con espíritu innovador y práctico. Somos una empresa que nos dedicamos al desarrollo de soluciones empresariales de mensajería en la nube para ayudar a nuestros de clientes en todo el mundo a ser competitivos en un mercado global e interconectado.  Entender que cada uno de los clientes son únicos es nuestro leitmotiv.,Software,B2B,11-50,https://www.linkedin.com/company/imbee-me/,http://imbee.me,,2021-09-22 18:16,Blue,TASK_2_17-01-24_Blue,"IgnasiCasanovas Tarafa  - 41203573,LauraVargas Rodríguez - 334499661",,,
9475549,,3,The Hotels Network,"La red de hoteles es una empresa de tecnología innovadora que trabaja con más de 10,000 hoteles de todo el mundo.","Hostelería y turismo,Software",B2B,51-200,https://www.linkedin.com/company/the-hotels-network/,https://www.thehotelsnetwork.com/,,2021-10-13 1:06,,"BNC Exportación 3,EMP:eComm11May FILTRO2,E: eComm11May FILTRO2_sí3,SaaS-EspLink-Jan-23,Empresa eCommerce 23-11-23","VictorCarrasco - 71380079,JordiMiró Bruix - 3519800",,ChristophePrimault - 2524555,
2582898,Posible patrono,3,STAY,"Las principales cadenas hoteleras utilizan el sistema operativo Guest Experience de STAY para brindar acceso a todos los servicios del hotel desde los teléfonos inteligentes de los huéspedes. Además de reducir las molestas colas en la recepción, el sistema agiliza las operaciones del personal y aumenta el consumo de los huéspedes. Más de 1200 hoteles en 68 países confían en nosotros para optimizar la experiencia de sus huéspedes.","Software,Hostelería y turismo",B2B,51-200,https://www.linkedin.com/company/stay-app/,https://www.stay-app.com,ES Madrid 28020,2024-10-06 1:37,Español,"EMP: Contactos de Madrid,SaaS-EspLink-Jan-23,Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4,Empresa de Madrid 07-2024","JoanLlado - 24651848,FernandoMuñoz Oliver - 149330555,JavierCaride Ulloa - 13517429",,,
5392790,Agencia de SEO SEM y posicionamiento web,2,Digital Group - Agencia de Medios,"Somos una Consultora de Marketing Full Service para empresas medianas y grandes, generamos estrategias multicanales alineadas a:   Generación, optimización y fidelización de leads/ventas/usuarios  Notoriedad de Marca  Posicionamiento de los activos digitales    ¿POR QUE  NOSOTROS? Trabajamos desde la transparencia con lo que formamos a nuestros clientes para hacerlos parte del proceso de éxito de la estrategia y sus objetivos.  A la vanguardia en tecnología de última generación y tecnologías propias para poder alcanzar tus objetivos.  Oficinas en Madrid, Barcelona, Lisboa & Faro.  Somos una de las 1000 empresas europeas con mayor crecimiento en 2017 según Financial Times: Ver Ranking: https://ig.ft.com/ft-1000/  Los Premios Control nos han seleccionado en 2017 y 2018 como la 3º Mejor Agencia Digital de España y en 2019 Obtuvimos el 2º Puesto.  El jurado profesional de Los Eawards nos ha galardonado en 2017 y 2018 como la Mejor Agencia de Social Media y la 3ª Mejor Agencia Digital Full Service. El l 2ª mejor agencia en 2019.  Somos la 2ª Agencia Digital Independiente de España 2020 y 2021. En 2017,2018, 2019, 2022 y 2023 la 3ª Mejor Agencia Digital, valorado por los anunciantes para  Ranking de El Publicista.  ¿CON QUIÉNES TRABAJAMOS? Empresas medianas y grandes cuyas centrales se encuentren en España, Sur de Europa y Latinoamérica, cuyas objetivos sean de Performance o Branding pero que quieran dar un giro a sus resultados.  ¿QUÉ SERVICIOS OFRECEMOS? Consultoría Digital, SEO & SEM, Display & RTB, Social Media & Influencers, Afiliación, Branded Content, Marketing Automation, Inbound Marketing, Ecommerce & Marketplaces, Tecnología y Digitalización, Medios Offline, Creatividad Publicitaria.   PARA CONOCERNOS MEJOR VISITA: Nuestra web: www.digitalgroup.es   ¿HABLAMOS? Conoce los servicios de Digital Group: ☎ 914 855 542 | ✉consultoria@digitalgroup.es  Estaremos encantados de charlar contigo sobre los desafíos de tu empresa. ","Agencias,Marketplaces,Soluciones marketing,Consultoría",B2B,51-200,https://www.linkedin.com/company/digital-group-agencia/,http://www.digitalgroup.com,ES Madrid Madrid,2024-10-05 8:00,COMPANY_2_AIRTABLE2024-10-04,"Agencia de SEO,SEM y posicionamiento web,Empresa de Madrid 07-2024,ad_hoc_2025_Digital_Providers","CarolinaVillar Granados - 377900330,EnriqueJiménez - 23555603",,,
11157539,,1,Trivière Partners,"Trivière Partners es tu socio ideal formado por un equipo multidisciplinar, flexible y consolidado, para el crecimiento de tu empresa, a través de la optimización de las personas y los procesos.  CREEMOS  en que las personas son la base del éxito empresarial y que su gestión merece un tratamiento 100% personalizado.  STRATEGIC CONSULTING  Hacemos nuestro tu objetivo de negocio, desarrollando una consultoría estratégica orientada al crecimiento de la empresa y de las personas.","Consultoría,RRHH",B2B,51-200,https://www.linkedin.com/company/trivierepartners/,https://trivierepartners.com/,"ES Barcelona Catalonia Calle del Capitán Arenas, 19 08034",2025-01-05 1:21,COMPANY_2_AIRTABLE2025-01-06,ACTUALIZAR,SebastiánTrivière-Casanovas - 592747,,,
19124155,Fintech,2,Atani,"Atani es la plataforma de comercio de criptomonedas donde se puede encontrar y comercializar cualquier criptomoneda.  Con la confianza de más de 300.000 comerciantes en todo el mundo, Atani le permite comprar y vender de forma segura miles de criptomonedas como Bitcoin, Ethereum y mucho más, en las principales bolsas del mundo, todo desde una sola cuenta y obteniendo siempre el mejor precio.","Servicios financieros,Software",B2B,11-50,https://www.linkedin.com/company/atani/,https://www.atani.com,ES Remote nan,2024-10-05 23:48,COMPANY_2_AIRTABLE2024-10-08,"EMP: Contactos de Madrid,ad_hoc_2025_Financial_market_infrastructures","PaulBarroso - 738808913,HaydéeBarroso Bañales - 122526196",,,
853485,,1,BlinkLearning,. Blinklearning es una empresa líder en el desarrollo de soluciones tecnológicas aplicadas a la educación.,"Software,Formación",B2B,51-200,https://www.linkedin.com/company/blinklearning/,https://www.blinklearning.com,"ES Madrid Community of Madrid Calle del Marqués de Ahumada, 7 2º Planta 28028",2024-06-17 19:59,Español,"EMP: Contactos de Madrid,LZ: medioeComm,LZ: Verificado",RafaelPérez Picarzo - 18213364,,,
19181274,,2,ShoreView App,"ShoreView es la guía náutica digital con la realidad aumentada para ubicarte en el mar, explorar la costa a salvo y descubrir puntos de interés. Es el asistente visual perfecto para la navegación costera para los marineros con su propio barco o alquilado. Disponible en Android & iOS.","Tecnología,Ocio y entretenimiento",B2B,11-50,https://www.linkedin.com/company/shoreview-app/,https://shoreview.app/,,2021-09-15 17:41,,"EMP: Contactos de Madrid,TASK:16-02 Parte2 Sin Evento 18 abril",QuiqueRuiz - 1395478,,MiguelSantos Lara - 4716527,
35644507,,2,Famileo Ibérica,"FFamileo revoluciona las relaciones entre residentes, familias y profesionales sociosanitarios.  Una herramienta que permite reforzar la Atención Centrada en la Persona y que permite además valorizar el trabajo realizado en residencias. ",Consultoría,B2B,51-200,https://www.linkedin.com/company/famileo-espana/,https://www.famileopro.com/es-es/,ES Barcelona CT Ronda de Sant Pere 52 Atico 08010,2024-07-03 22:37,Español,TASK:16-02 Parte2 Sin Evento 18 abril,"MiriamDíez Palop - 291894188,MehdiFievet - 231058586",,,
9382795,,3,Woffu,"Woffu es la solución de gestión del tiempo líder en España. Digitaliza la gestión de la presencia y apuesta por el trabajo líquido, haciendo la vida laboral más fácil y productiva. Estamos en la era de la digitalización, y la noción del tiempo tampoco debe escaparse de esta tendencia imparable.  Según Miguel Fresneda, CEO de Woffu, “el activo más importante de las empresas son sus personas, y el activo más importante de las personas es su tiempo”.",Seguridad y Ciberseguridad,B2B,51-200,https://www.linkedin.com/company/woffu/,http://www.woffu.com,,2021-11-07 14:12,,"BCN Exportación 1,TASK:16-02 Parte2 Sin Evento 18 abril","ElisabethMarin - 11253055,DianaTorres Sobenes - 125307629",AlejandroFresneda - 49785478,,
2974161,"Posible patrono,Agencia de Marketing y Publicidad",1,Acumbamail,"Email marketing pensado para ti. Envía campañas de email, SMS y Whatsapp fácilmente e impulsa tu negocio.  Herramienta de email marketing, newsletter y automatizaciones, emails transaccionales SMTP, formularios de suscripción, envío de SMS y creación de landing pages, 100 % en español con soporte personalizado. Sin necesidad de conocimientos en maquetación o código.  Es sencilla, cómoda y económica. Desde nuestra plataforma podrás crear todo tipo de diseños a partir de nuestras plantillas prediseñadas responsive por medio de un editor drag&drop para email, landing pages y formularios, o crear tus diseños desde cero. Integración con Analytics, Wordpress, Prestashop, Shopify, Woocommerce, Facebook y Zapier. Uso de API SMS y email.  Acumbamail, empresa del grupo TeamSystem.","Agencias,Software,Moda y accesorios",B2B,11-50,https://www.linkedin.com/company/acumbamail/,https://acumbamail.com,ES nan nan,2024-10-05 16:35,COMPANY_2_AIRTABLE2024-10-08,Agencia de Marketing y Publicidad,PabloDíaz Giménez - 143098203,,,
607174,,2,Cámara de Comercio de Valencia,"Cámara Valencia tiene como misión favorecer la competitividad de las pymes y la mejora de la calidad del tejido productivo. Para ello, ofrece un catálogo de servicios dirigidos a promover la creación de empresas, su internacionalización, la innovación y la adaptación a las nuevas tecnologías, así como la formación de sus directivos, mandos intermedios y trabajadores. ",Consultoría,B2B,51-200,https://www.linkedin.com/company/c-mara-de-comercio-de-valencia/,http://www.camaravalencia.com,,2021-11-08 19:35,,"EMP: Contactos de Madrid,TASK:16-02 Parte2 Sin Evento 18 abril",MarisaHernández Navarro - 40705481,Bernardo- Marketing Industrial  B2B - 36930085,,
20476572,"Posible patrono,Agencia de PPC /Paid Media /Performance",1,Immoral Marketing,"Bienvenidos a Immoral, donde la pasión por el marketing se fusiona con la ética y la transparencia.  Nos enorgullece presentarnos como más que una agencia: somos tu aliado estratégico en un mundo digital en constante evolución. Nuestra filosofía se basa en la metodología Brandformance for Growth, una combinación única de Performance Marketing y Branding diseñada para maximizar tus resultados y hacer resonar tu voz en el mercado.","Soluciones marketing,Consultoría,Agencias",B2B,11-50,https://www.linkedin.com/company/immoral-marketing/,https://immoral.marketing/,"ES Barcelona Cataluña Paseo de Gràcia, 21 Principal 08017",2024-10-02 9:10,SEARCH_BY_COMPANY_ID_PLUS_AIRTABLE2025-01-30,"Agencia de PPC /Paid Media /Performance,Empresa Barcelona,Empresa de Barcelona 07-2024,Verificar Sectores_Jan-25",MarcoSapiña - 47734186,,,
9466318,Posible patrono,3,Ingecom,"Ingecom es un Value Added Distributor (VAD) especializado en soluciones ciberseguridad, ciberseguridad OT/ICS, IToT e IoT ciberinteligencia y soluciones de ciberinteligencia, fundado 1996 en Bilbao. Proporcionamos soluciones testeadas y homologadas a los integradores de seguridad y networking. Estamos constantemente en contacto con las nuevas tecnologías que aparecen en el mercado, de tal manera que cualquier evolución tecnológica pueda ser aplicada a nuestros clientes a la máxima brevedad.",Seguridad y Ciberseguridad,B2B,11-50,https://www.linkedin.com/company/ingecom-mayorista-de-valor/,https://www.ingecom.net,"ES Bilbao-Bilbo País Vasco / Euskadi Calle Elcano, 9 48008",2024-12-02 7:19,Español,"EMP: Contactos de Madrid,LZ: BajoeComm,LZ: Verificado,Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4,Empresa_Interes_05-06-23_4/4","EnriqueMartin - 13588603,CarlosValerdi - 34785349",CristinaLópez San Mateo - 109238323,,
826016,eCommerce,3,Aladinia,"Para los que buscan un regalo diferente, Aladinia es la web con las experiencias más originales: conducir un fórmula 1, pasear en un trineo tirado por perros o dormir bajo las estrellas en una habitación con techo de cristal.   Nos hemos convertido en la web número 1 en regalos experiencia en España, así que no podemos estar más contentos :)  Somos un equipo 100% dedicado a que cada regalo sea un acierto, porque sabemos que cada vez cuesta más sorprender.",Software,B2B,11-50,https://www.linkedin.com/company/aladinia/,https://www.aladinia.com,ES Barcelona Barcelona Via Augusta 158 08006,2024-08-06 19:28,Español Agenda Telefonica 10-01-25,"BCN Exportación 1,EMP:eComm11May FILTRO2,E: eComm11May FILTRO2_sí3,Empresa de Barcelona 07-2024","IgnasiThió Aldekoa - 502445485,LauraVázquez - 79066000,JoaquimEsteve - 1012918",,,
2969283,,1,Covert Security | Global CCTV Surveillance and Video Analysis Solutions,"Covert Security es una ingeniería de seguridad especializada en diseñar soluciones a medida, enfocada en CCTV, soluciones de vídeo análisis, servicios de protección y monitorización para superficies industriales, escuelas, negocios, hospitales y todo tipo de espacios comerciales. Contamos con un equipo humano altamente cualificado con una larga y dilatada experiencia en el sector. ",Seguridad y Ciberseguridad,B2B,51-200,https://www.linkedin.com/company/covert-security/,http://www.covertsecurity.es,,2021-11-19 16:09,,TASK:16-02 Parte2 Sin Evento 18 abril,,,RicardoAlcalde Ruiz - 23165180,
74826,,1,Gómez-Acebo & Pombo,"Gómez-Acebo & Pombo es una firma de abogados internacionales que ha brindado servicios de asesoría legal en todas las áreas de la ley de la compañía desde 1971. Con HQ en Madrid (España), la firma cuenta con más de 260 profesionales (61 socios) y más de 130 profesionales de respaldo. Vinculado a la estructura de gestión. Además de Madrid, Gómez-Acebo & Pombo tiene ocho oficinas más: Barcelona, ​​Bilbao, Bruselas, Lisboa, Londres, Nueva York, Valencia y Vigo.",Consultoría,B2B,201-500,https://www.linkedin.com/company/gomez-acebo-&-pombo/,http://www.ga-p.com,,2021-10-09 22:14,,"EMP: Contactos de Madrid,TASK:16-02 Parte2 Sin Evento 18 abril",CarlosAlvarez Lopez - 16839199,,,
11366439,Agencia de SEO SEM y posicionamiento web,1,Ole | Tecnología,"Compañía tecnológica fundada en 2017, que presta servicios a empresas a nivel global en la creación de soluciones y productos tecnológicos a través de servicios tales como consultoría, diseño, desarrollo y outsourcing.    Contamos con un equipo de profesionales que combina experiencia, talento, conocimientos y creatividad. Nuestro máximo objetivo es ayudar a las compañías, marcas u organismos a evolucionar, integrando los beneficios de la tecnología en el día a día de las organizaciones.  No te pierdas el último producto de Ole: http://www.synctickets.com ",Consultoría,B2B,11-50,https://www.linkedin.com/company/oletecnologia/,https://www.oletecnologia.com/,ES Madrid Comunidad de Madrid,2024-10-05 7:35,COMPANY_2_AIRTABLE2024-10-04,"EMP: Contactos de Madrid,SaaS-EspLink-Jan-23,Empresa Contacto Sol Especial 31-03-23,Empresa Nivel 4,Empresa_posible_patrono_NO_hoja_negocios_nov_23,Empresa_Posible_Patrono_Nov_23_2_Contactos,TASK:16-02 Parte2 Sin Evento 18 abril,Empresa de Madrid 07-2024",,CarlosLopez - 60849938,,
3195386,Posible patrono,3,TRBL Services,"En TRBL Services contamos con 5 unidades de negocio:  TRBL Full-stack  TRBL Propiedad Industrial TRBL Software Embebido TRBL Soluciones Empresariales TRBL Investigación & Innovación  Te ayudamos a transformar digitalmente tu empresa gracias a la experiencia y formación de nuestro equipo.   ¿Por qué TRBL Services?  ◾ Concreción  ◾ Escucha ◾ Perspectiva ◾ Experiencia  Tus necesidades son nuestra prioridad, tu éxito es nuestro objetivo.  ¡No dudes en contactarnos!  ◾  contact@trbl-services.",Software,B2B,11-50,https://www.linkedin.com/company/trbl-services-eu/,https://trbl-services.eu/,"ES Madrid Madrid Plaza de Castilla, 3 28046",2024-08-08 20:44,Español,"EMP: Contactos de Madrid,EMP: Posible Patrono en Hoja Negocio Nov23,Empresa de Madrid 07-2024,Sponsor Hoja Negocio 09-08-2024","RafaelBarriuso - 26975181,MartaSiles - 536319681,HugoLópez López - 102573988",,,
